pcd_file,weight,point_count,rounded_weight,mean_point_count_by_weight,point_count_percentage_deviation
1_split2_strawberry_dyson_lincoln_tbd__032_3.pcd,13.9,1280,14.0,4591.616279069767,-72.12310606540231
1_split2_strawberry_dyson_lincoln_tbd__037_1.pcd,22.6,3108,23.0,5770.346534653465,-46.13841679463972
1_split2_strawberry_dyson_lincoln_tbd__041_1.pcd,16.4,775,16.0,5286.2164179104475,-85.33923058136268
1_split2_strawberry_dyson_lincoln_tbd__041_2.pcd,16.4,694,16.0,5286.2164179104475,-86.87151744963316
1_split2_strawberry_dyson_lincoln_tbd__041_3.pcd,16.4,1220,16.0,5286.2164179104475,-76.92111136679029
1_split2_strawberry_dyson_lincoln_tbd__043_3.pcd,16.7,3252,17.0,5180.464566929134,-37.225707115921566
1_split2_strawberry_dyson_lincoln_tbd__045_1.pcd,11.1,580,11.0,4041.072463768116,-85.64737442349212
1_split2_strawberry_dyson_lincoln_tbd__045_2.pcd,11.1,3055,11.0,4041.072463768116,-24.401256661669667
1_split2_strawberry_dyson_lincoln_tbd__045_3.pcd,11.1,960,11.0,4041.072463768116,-76.24393008026281
1_split2_strawberry_dyson_lincoln_tbd__051_1.pcd,23.8,3639,24.0,6770.083333333333,-46.248815253381906
1_split2_strawberry_dyson_lincoln_tbd__051_2.pcd,23.8,3526,24.0,6770.083333333333,-47.91792321611009
1_split2_strawberry_dyson_lincoln_tbd__072_2.pcd,21.5,2418,22.0,6256.660130718954,-61.3531828566474
1_split2_strawberry_dyson_lincoln_tbd__079_2.pcd,14.9,2548,15.0,5259.9473684210525,-51.55845065489949
1_split2_strawberry_dyson_lincoln_tbd__079_3.pcd,14.9,2164,15.0,5259.9473684210525,-58.85890393139815
1_split2_strawberry_dyson_lincoln_tbd__085_2.pcd,22.0,3913,22.0,6256.660130718954,-37.4586453755423
1_split2_strawberry_dyson_lincoln_tbd__085_3.pcd,22.0,1044,22.0,6256.660130718954,-83.3137811837634
1_split2_strawberry_dyson_lincoln_tbd__143_1.pcd,27.1,4795,27.0,7008.030303030303,-31.57849220591097
1_split2_strawberry_dyson_lincoln_tbd__143_2.pcd,27.1,2860,27.0,7008.030303030303,-59.18967418329621
1_split2_strawberry_dyson_lincoln_tbd__143_3.pcd,27.1,3359,27.0,7008.030303030303,-52.06927118240979
1_split2_strawberry_dyson_lincoln_tbd__153_1.pcd,21.0,2814,21.0,5884.586206896552,-52.18015505147873
1_split2_strawberry_dyson_lincoln_tbd__153_2.pcd,21.0,2210,21.0,5884.586206896552,-62.4442582316162
1_split2_strawberry_dyson_lincoln_tbd__153_3.pcd,21.0,2381,21.0,5884.586206896552,-59.53836147035212
1_split2_strawberry_dyson_lincoln_tbd__155_2.pcd,11.5,2891,12.0,4447.119047619048,-34.99162111372264
1_split2_strawberry_dyson_lincoln_tbd__159_3.pcd,18.7,2168,19.0,5906.920863309352,-63.2972905821972
1_split2_strawberry_dyson_lincoln_tbd__163_1.pcd,17.3,4084,17.0,5180.464566929134,-21.16537142110199
1_split2_strawberry_dyson_lincoln_tbd__163_2.pcd,17.3,2565,17.0,5180.464566929134,-50.48706603700456
1_split2_strawberry_dyson_lincoln_tbd__163_3.pcd,17.3,3609,17.0,5180.464566929134,-30.334433266101147
1_split2_strawberry_dyson_lincoln_tbd__166_1.pcd,19.6,3652,20.0,5588.3515625,-34.6497807241346
1_split2_strawberry_dyson_lincoln_tbd__166_2.pcd,19.6,3953,20.0,5588.3515625,-29.263576999590384
1_split2_strawberry_dyson_lincoln_tbd__167_1.pcd,21.8,4337,22.0,6256.660130718954,-30.68186685247302
1_split2_strawberry_dyson_lincoln_tbd__167_2.pcd,21.8,2285,22.0,6256.660130718954,-63.47891762921394
1_split3_strawberry_dyson_lincoln_tbd__003_1.pcd,22.8,1633,23.0,5770.346534653465,-71.70013984094165
1_split3_strawberry_dyson_lincoln_tbd__003_2.pcd,22.8,1207,23.0,5770.346534653465,-79.08271205634819
1_split3_strawberry_dyson_lincoln_tbd__003_3.pcd,22.8,2743,23.0,5770.346534653465,-52.463860124741544
1_split3_strawberry_dyson_lincoln_tbd__013_3.pcd,13.9,545,14.0,4591.616279069767,-88.13054125440958
1_split4_strawberry_dyson_lincoln_tbd__003_1.pcd,22.8,279,23.0,5770.346534653465,-95.16493509836052
1_split4_strawberry_dyson_lincoln_tbd__003_3.pcd,22.8,1246,23.0,5770.346534653465,-78.40684276902222
1_split5_strawberry_dyson_lincoln_tbd__003_3.pcd,22.8,46,23.0,5770.346534653465,-99.2028208405899
3_split0_strawberry_dyson_lincoln_tbd__01_2.pcd,11.7,3374,12.0,4447.119047619048,-24.13065708671746
3_split0_strawberry_dyson_lincoln_tbd__02_2.pcd,12.0,2899,12.0,4447.119047619048,-34.81172937000412
3_split0_strawberry_dyson_lincoln_tbd__03_2.pcd,11.4,2944,11.0,4041.072463768116,-27.148052246139283
3_split0_strawberry_dyson_lincoln_tbd__03_3.pcd,11.4,1038,11.0,4041.072463768116,-74.31374939928416
3_split0_strawberry_dyson_lincoln_tbd__04_2.pcd,22.0,4831,22.0,6256.660130718954,-22.786280554368727
3_split0_strawberry_dyson_lincoln_tbd__04_3.pcd,22.0,3145,22.0,6256.660130718954,-49.73356496449796
3_split0_strawberry_dyson_lincoln_tbd__05_2.pcd,14.4,3395,14.0,4591.616279069767,-26.060894603156914
3_split0_strawberry_dyson_lincoln_tbd__06_2.pcd,18.2,3926,18.0,5842.583333333333,-32.80369699476544
3_split0_strawberry_dyson_lincoln_tbd__07_2.pcd,15.2,3624,15.0,5259.9473684210525,-31.101972203043854
3_split0_strawberry_dyson_lincoln_tbd__08_2.pcd,21.26,4516,21.0,5884.586206896552,-23.25713582532976
3_split0_strawberry_dyson_lincoln_tbd__10_2.pcd,10.9,3212,11.0,4041.072463768116,-20.516149393545984
3_split0_strawberry_dyson_lincoln_tbd__11_2.pcd,22.4,5092,22.0,6256.660130718954,-18.614725850309576
3_split0_strawberry_dyson_lincoln_tbd__12_2.pcd,18.3,4618,18.0,5842.583333333333,-20.959621172141315
3_split0_strawberry_dyson_lincoln_tbd__13_2.pcd,22.1,3997,22.0,6256.660130718954,-36.116076045500265
3_split0_strawberry_dyson_lincoln_tbd__13_3.pcd,22.1,4403,22.0,6256.660130718954,-29.626990950297145
3_split0_strawberry_dyson_lincoln_tbd__14_2.pcd,21.8,4267,22.0,6256.660130718954,-31.80067462750804
3_split0_strawberry_dyson_lincoln_tbd__16_2.pcd,23.8,4814,24.0,6770.083333333333,-28.89304661439421
3_split0_strawberry_dyson_lincoln_tbd__17_2.pcd,25.6,5722,26.0,7207.375,-20.60909831942975
3_split0_strawberry_dyson_lincoln_tbd__18_2.pcd,27.4,5380,27.0,7008.030303030303,-23.230925561585195
3_split0_strawberry_dyson_lincoln_tbd__19_3.pcd,21.9,5004,22.0,6256.660130718954,-20.021227053210744
3_split0_strawberry_dyson_lincoln_tbd__20_3.pcd,14.3,2101,14.0,4591.616279069767,-54.24269206516426
3_split0_strawberry_dyson_lincoln_tbd__22_2.pcd,16.0,3506,16.0,5286.2164179104475,-33.676570862267816
3_split0_strawberry_dyson_lincoln_tbd__23_2.pcd,15.3,4216,15.0,5259.9473684210525,-19.847106735108415
3_split0_strawberry_dyson_lincoln_tbd__24_2.pcd,14.6,3906,15.0,5259.9473684210525,-25.74070182811515
3_split0_strawberry_dyson_lincoln_tbd__25_2.pcd,26.6,5738,27.0,7008.030303030303,-18.122500162151645
3_split0_strawberry_dyson_lincoln_tbd__27_2.pcd,22.8,4751,23.0,5770.346534653465,-17.6652568183183
3_split0_strawberry_dyson_lincoln_tbd__27_3.pcd,22.8,2398,23.0,5770.346534653465,-58.442703820317256
3_split0_strawberry_dyson_lincoln_tbd__28_3.pcd,31.6,1800,32.0,6760.25,-73.37376576310048
3_split0_strawberry_dyson_lincoln_tbd__29_2.pcd,18.6,3927,19.0,5906.920863309352,-33.51866241526218
3_split0_strawberry_dyson_lincoln_tbd__30_2.pcd,15.2,3813,15.0,5259.9473684210525,-27.50878035601717
3_split0_strawberry_dyson_lincoln_tbd__32_2.pcd,21.9,4906,22.0,6256.660130718954,-21.587557938259774
3_split0_strawberry_dyson_lincoln_tbd__32_3.pcd,21.9,5160,22.0,6256.660130718954,-17.527884011704124
3_split0_strawberry_dyson_lincoln_tbd__33_2.pcd,13.0,3381,13.0,4787.177777777778,-29.37383659126463
3_split0_strawberry_dyson_lincoln_tbd__34_2.pcd,17.8,4925,18.0,5842.583333333333,-15.70509620458986
3_split0_strawberry_dyson_lincoln_tbd__35_2.pcd,6.7,2564,7.0,3226.777777777778,-20.539926311077444
3_split0_strawberry_dyson_lincoln_tbd__36_2.pcd,25.3,4735,25.0,5660.064516129032,-16.343709749119466
3_split0_strawberry_dyson_lincoln_tbd__37_2.pcd,19.6,4302,20.0,5588.3515625,-23.018443777444432
3_split0_strawberry_dyson_lincoln_tbd__37_3.pcd,19.6,3602,20.0,5588.3515625,-35.544498950803074
3_split0_strawberry_dyson_lincoln_tbd__41_2.pcd,17.4,3676,17.0,5180.464566929134,-29.0411129637539
3_split0_strawberry_dyson_lincoln_tbd__42_2.pcd,25.8,5746,26.0,7207.375,-20.276106071905513
3_split0_strawberry_dyson_lincoln_tbd__43_2.pcd,19.7,4703,20.0,5588.3515625,-15.842803599563265
3_split0_strawberry_dyson_lincoln_tbd__44_2.pcd,15.4,3835,15.0,5259.9473684210525,-27.090525220384432
3_split0_strawberry_dyson_lincoln_tbd__45_2.pcd,15.9,4469,16.0,5286.2164179104475,-15.459382539496547
3_split0_strawberry_dyson_lincoln_tbd__46_2.pcd,24.4,5010,24.0,6770.083333333333,-25.99795669674179
3_split0_strawberry_dyson_lincoln_tbd__48_3.pcd,19.5,4606,20.0,5588.3515625,-17.57855695930011
3_split0_strawberry_dyson_lincoln_tbd__49_2.pcd,10.3,2925,10.0,3807.6666666666665,-23.181300884181034
3_split0_strawberry_dyson_lincoln_tbd__49_3.pcd,10.3,3201,10.0,3807.6666666666665,-15.932767224021708
3_split0_strawberry_dyson_lincoln_tbd__51_2.pcd,24.4,5204,24.0,6770.083333333333,-23.132408512942966
4_split0_strawberry_dyson_lincoln_tbd__05_3.pcd,18.2,4723,18.0,5842.583333333333,-19.162470938939677
4_split0_strawberry_dyson_lincoln_tbd__06_3.pcd,15.9,2802,16.0,5286.2164179104475,-46.994224630939655
4_split0_strawberry_dyson_lincoln_tbd__09_3.pcd,18.2,4457,18.0,5842.583333333333,-23.71525152971716
4_split0_strawberry_dyson_lincoln_tbd__103_3.pcd,15.0,2149,15.0,5259.9473684210525,-59.14407788751138
4_split0_strawberry_dyson_lincoln_tbd__104_2.pcd,10.5,3035,10.0,3807.6666666666665,-20.292392541363913
4_split0_strawberry_dyson_lincoln_tbd__105_2.pcd,15.8,4104,16.0,5286.2164179104475,-22.36413200762896
4_split0_strawberry_dyson_lincoln_tbd__105_3.pcd,15.8,2446,16.0,5286.2164179104475,-53.728720002597576
4_split0_strawberry_dyson_lincoln_tbd__106_3.pcd,21.0,3934,21.0,5884.586206896552,-33.14738094261455
4_split0_strawberry_dyson_lincoln_tbd__107_3.pcd,21.2,3190,21.0,5884.586206896552,-45.79058088636004
4_split0_strawberry_dyson_lincoln_tbd__108_3.pcd,20.2,3087,20.0,5588.3515625,-44.76009668548837
4_split0_strawberry_dyson_lincoln_tbd__10_3.pcd,9.3,2945,9.0,3774.3333333333335,-21.97297535988696
4_split0_strawberry_dyson_lincoln_tbd__112_3.pcd,18.0,4593,18.0,5842.583333333333,-21.38751408480837
4_split0_strawberry_dyson_lincoln_tbd__114_3.pcd,20.0,4389,20.0,5588.3515625,-21.461634063041288
4_split0_strawberry_dyson_lincoln_tbd__115_3.pcd,18.6,3953,19.0,5906.920863309352,-33.07850077095274
4_split0_strawberry_dyson_lincoln_tbd__117_3.pcd,11.0,417,11.0,4041.072463768116,-89.68095712861415
4_split0_strawberry_dyson_lincoln_tbd__118_2.pcd,7.5,2838,8.0,3975.866666666667,-28.619336664542743
4_split0_strawberry_dyson_lincoln_tbd__118_3.pcd,7.5,1679,8.0,3975.866666666667,-57.77021362218719
4_split0_strawberry_dyson_lincoln_tbd__119_3.pcd,16.9,3331,17.0,5180.464566929134,-35.700747356437496
4_split0_strawberry_dyson_lincoln_tbd__120_3.pcd,13.3,869,13.0,4787.177777777778,-81.84734220579976
4_split0_strawberry_dyson_lincoln_tbd__122_2.pcd,21.0,3269,21.0,5884.586206896552,-44.44809056975266
4_split0_strawberry_dyson_lincoln_tbd__123_2.pcd,10.5,1979,10.0,3807.6666666666665,-48.02591263240829
4_split0_strawberry_dyson_lincoln_tbd__123_3.pcd,10.5,977,10.0,3807.6666666666665,-74.34124135516063
4_split0_strawberry_dyson_lincoln_tbd__124_2.pcd,10.6,2982,11.0,4041.072463768116,-26.20770781181635
4_split0_strawberry_dyson_lincoln_tbd__124_3.pcd,10.6,1610,11.0,4041.072463768116,-60.159091072107415
4_split0_strawberry_dyson_lincoln_tbd__125_3.pcd,13.5,3549,14.0,4591.616279069767,-22.706955801650626
4_split0_strawberry_dyson_lincoln_tbd__126_3.pcd,11.2,2623,11.0,4041.072463768116,-35.09148812555141
4_split0_strawberry_dyson_lincoln_tbd__127_3.pcd,18.5,1609,18.0,5842.583333333333,-72.46081214074825
4_split0_strawberry_dyson_lincoln_tbd__129_3.pcd,17.0,2555,17.0,5180.464566929134,-50.68009891795191
4_split0_strawberry_dyson_lincoln_tbd__130_3.pcd,21.5,1730,22.0,6256.660130718954,-72.34946498842018
4_split0_strawberry_dyson_lincoln_tbd__131_3.pcd,29.9,5757,30.0,6917.291666666667,-16.773785501310126
4_split0_strawberry_dyson_lincoln_tbd__132_3.pcd,14.7,3469,15.0,5259.9473684210525,-34.04876974954722
4_split0_strawberry_dyson_lincoln_tbd__133_3.pcd,33.3,6482,33.0,9576.666666666666,-32.31465367211973
4_split0_strawberry_dyson_lincoln_tbd__135_3.pcd,17.0,550,17.0,5180.464566929134,-89.3831915478957
4_split0_strawberry_dyson_lincoln_tbd__137_3.pcd,18.3,1713,18.0,5842.583333333333,-70.68077762405328
4_split0_strawberry_dyson_lincoln_tbd__140_3.pcd,13.0,2582,13.0,4787.177777777778,-46.064254977416525
4_split0_strawberry_dyson_lincoln_tbd__143_3.pcd,17.0,3138,17.0,5180.464566929134,-39.42628195872137
4_split0_strawberry_dyson_lincoln_tbd__148_3.pcd,24.2,4409,24.0,6770.083333333333,-34.875247719747414
4_split0_strawberry_dyson_lincoln_tbd__149_3.pcd,12.6,2806,13.0,4787.177777777778,-41.3850888716618
4_split0_strawberry_dyson_lincoln_tbd__150_3.pcd,29.5,5361,30.0,6917.291666666667,-22.498569406378945
4_split0_strawberry_dyson_lincoln_tbd__151_1.pcd,19.5,3563,20.0,5588.3515625,-36.24237916760449
4_split0_strawberry_dyson_lincoln_tbd__151_2.pcd,19.5,3579,20.0,5588.3515625,-35.95606933507058
4_split0_strawberry_dyson_lincoln_tbd__151_3.pcd,19.5,4050,20.0,5588.3515625,-27.527823639853544
4_split0_strawberry_dyson_lincoln_tbd__153_3.pcd,11.2,2803,11.0,4041.072463768116,-30.637225015600684
4_split0_strawberry_dyson_lincoln_tbd__155_3.pcd,17.6,3534,18.0,5842.583333333333,-39.51305786538489
4_split0_strawberry_dyson_lincoln_tbd__162_3.pcd,19.2,4316,19.0,5906.920863309352,-26.933167044632434
4_split0_strawberry_dyson_lincoln_tbd__163_3.pcd,15.5,4176,16.0,5286.2164179104475,-21.002099235832976
4_split0_strawberry_dyson_lincoln_tbd__164_3.pcd,18.0,3551,18.0,5842.583333333333,-39.22209068477129
4_split0_strawberry_dyson_lincoln_tbd__167_3.pcd,21.0,4147,21.0,5884.586206896552,-29.527755152268053
4_split0_strawberry_dyson_lincoln_tbd__16_3.pcd,17.7,903,18.0,5842.583333333333,-84.54450799446592
4_split0_strawberry_dyson_lincoln_tbd__170_3.pcd,16.9,3044,17.0,5180.464566929134,-41.240791039626465
4_split0_strawberry_dyson_lincoln_tbd__172_3.pcd,11.0,2570,11.0,4041.072463768116,-36.40302115237023
4_split0_strawberry_dyson_lincoln_tbd__176_2.pcd,13.2,3915,13.0,4787.177777777778,-18.21903882129578
4_split0_strawberry_dyson_lincoln_tbd__184_3.pcd,21.3,2815,21.0,5884.586206896552,-52.163161503167245
4_split0_strawberry_dyson_lincoln_tbd__187_3.pcd,26.4,4755,26.0,7207.375,-34.02591095926048
4_split0_strawberry_dyson_lincoln_tbd__189_3.pcd,10.6,2591,11.0,4041.072463768116,-35.88335712287598
4_split0_strawberry_dyson_lincoln_tbd__18_2.pcd,17.7,4511,18.0,5842.583333333333,-22.791002838356317
4_split0_strawberry_dyson_lincoln_tbd__18_3.pcd,17.7,3688,18.0,5842.583333333333,-36.87723752335582
4_split0_strawberry_dyson_lincoln_tbd__192_3.pcd,18.7,4660,19.0,5906.920863309352,-21.109489904538265
4_split0_strawberry_dyson_lincoln_tbd__199_3.pcd,34.4,3752,34.0,7802.0,-51.90976672648039
4_split0_strawberry_dyson_lincoln_tbd__19_3.pcd,15.5,4137,16.0,5286.2164179104475,-21.739866987222467
4_split0_strawberry_dyson_lincoln_tbd__202_3.pcd,16.5,3937,16.0,5286.2164179104475,-25.52329135332242
4_split0_strawberry_dyson_lincoln_tbd__205_3.pcd,11.5,1484,12.0,4447.119047619048,-66.63008154021598
4_split0_strawberry_dyson_lincoln_tbd__211_3.pcd,18.8,4622,19.0,5906.920863309352,-21.752803076990528
4_split0_strawberry_dyson_lincoln_tbd__21_3.pcd,19.0,4065,19.0,5906.920863309352,-31.18241984161975
4_split0_strawberry_dyson_lincoln_tbd__24_3.pcd,22.3,4065,22.0,6256.660130718954,-35.02923420689482
4_split0_strawberry_dyson_lincoln_tbd__26_3.pcd,15.8,1883,16.0,5286.2164179104475,-64.37905959316895
4_split0_strawberry_dyson_lincoln_tbd__27_3.pcd,18.6,3831,19.0,5906.920863309352,-35.14387464040474
4_split0_strawberry_dyson_lincoln_tbd__37_3.pcd,18.1,2773,18.0,5842.583333333333,-52.53811812697009
4_split0_strawberry_dyson_lincoln_tbd__38_3.pcd,25.4,1286,25.0,5660.064516129032,-77.27941092658239
4_split0_strawberry_dyson_lincoln_tbd__42_3.pcd,12.8,1884,13.0,4787.177777777778,-60.64487078909866
4_split0_strawberry_dyson_lincoln_tbd__43_3.pcd,13.0,3021,13.0,4787.177777777778,-36.89392497551329
4_split0_strawberry_dyson_lincoln_tbd__44_3.pcd,26.6,5655,27.0,7008.030303030303,-19.306855771517522
4_split0_strawberry_dyson_lincoln_tbd__45_3.pcd,10.5,2190,10.0,3807.6666666666665,-42.48446117482273
4_split0_strawberry_dyson_lincoln_tbd__46_3.pcd,22.3,3518,22.0,6256.660130718954,-43.771917820382775
4_split0_strawberry_dyson_lincoln_tbd__48_3.pcd,18.6,4327,19.0,5906.920863309352,-26.746944810501518
4_split0_strawberry_dyson_lincoln_tbd__49_3.pcd,11.3,2571,11.0,4041.072463768116,-36.378275246203835
4_split0_strawberry_dyson_lincoln_tbd__52_3.pcd,12.2,2721,12.0,4447.119047619048,-38.81432066774102
4_split0_strawberry_dyson_lincoln_tbd__58_3.pcd,28.6,5555,29.0,6919.952380952381,-19.72488112359705
4_split0_strawberry_dyson_lincoln_tbd__63_2.pcd,18.7,4376,19.0,5906.920863309352,-25.917409403918334
4_split0_strawberry_dyson_lincoln_tbd__63_3.pcd,18.7,2970,19.0,5906.920863309352,-49.71999678465207
4_split0_strawberry_dyson_lincoln_tbd__66_3.pcd,25.5,5385,26.0,7207.375,-25.28486446174925
4_split0_strawberry_dyson_lincoln_tbd__76_3.pcd,18.6,3779,19.0,5906.920863309352,-36.02419792902363
4_split0_strawberry_dyson_lincoln_tbd__77_3.pcd,16.6,4167,17.0,5180.464566929134,-19.56319850923898
4_split0_strawberry_dyson_lincoln_tbd__90_3.pcd,12.14,3507,12.0,4447.119047619048,-21.139956847397194
4_split0_strawberry_dyson_lincoln_tbd__92_3.pcd,8.0,406,8.0,3975.866666666667,-89.78838995271471
4_split0_strawberry_dyson_lincoln_tbd__93_2.pcd,7.6,3330,8.0,3975.866666666667,-16.24467621315269
4_split0_strawberry_dyson_lincoln_tbd__93_3.pcd,7.6,153,8.0,3975.866666666667,-96.15178242060432
4_split0_strawberry_dyson_lincoln_tbd__94_3.pcd,10.4,1070,10.0,3807.6666666666665,-71.89880066532434
